id,author_username,author_location,author_description,author_created,author_followers,author_following,author_favourites,author_verified,date,text,retweets,likes,isRetweet
1270282458651600000.00,kwasigold13,"Tema, Ghana",Educational consultant | Real estate developer | Politician,Fri Feb 15 07:57:48 +0000 2013,,894,3579,FALSE,Tue Jun 09 09:11:53 +0000 2020,"Accra and flood is like rounds ger and post pill ..tweakai 

Am going back to my hometown.‍♂️",0,0,FALSE
1270216037993250000.00,kofisongh,"Portland, ME","future dad/husband/grandad/philanthropist, ancestor, student, footballer and human being  i’m here to have fun at the moment",Sat Jun 08 14:21:05 +0000 2013,,210,11210,FALSE,Tue Jun 09 04:47:57 +0000 2020,in hours time #AccraFlood will trend,0,0,FALSE
1338182737459600000.00,Africaishome,,"Pan-Africanist, Research Fellow, Anti-Capitalist, Promotes African-Centered knowledge production, believes that education should disrupt!!",Fri Sep 23 12:14:00 +0000 2011,,1401,1482,FALSE,Sun Dec 13 18:03:21 +0000 2020,YO....Found this Ethiopian Restaurant in Accra...had to turn back to get take out...https://t.co/dkyAvhnLoS @adomakoampofo @DzodziTsikata....@reginafuller please retweet....let's flood them,2,4,FALSE
1314871376248000000.00,iKING_OFFICIAL1,"Accra, Ghana","ASANTE KOTOKO ❤️, ❤️MANCHESTER UNITED, ❤️ WARRIORS  !!! ƆKATAKYIE ✊✊...RESPECT IS RECIPROCAL !!!",Sat Mar 16 11:24:07 +0000 2013,,2229,1449,FALSE,Sat Oct 10 10:12:19 +0000 2020,The bond between Accra and flood is beyond imaginations  AIRTELTIGO YABOM,0,1,FALSE
1328323519088880000.00,GanyoBi__,SomewhereNear,"IF they have the Ability to influence how you react, they can also Manipulate your Thoughts/mind.. #SayNoToAnyManupuativeTactic #ManCity #Gemini #NPP #Psalm121",Sat Nov 20 16:03:44 +0000 2010,,2178,3493,FALSE,Mon Nov 16 13:06:20 +0000 2020,"Accra will flood again.  
Protect the Homeless",0,0,FALSE
1254803514351580000.00,UCLGAfrica,"Rabat, Morocco","@UCLGAfrica is the umbrella organisation, united voice & representative of sub national and local governments in Africa. Providing “The Voice of Local Africa”.",Tue Jun 18 13:08:28 +0000 2013,,1256,7220,FALSE,Mon Apr 27 16:04:05 +0000 2020,"JOIN @uclg_org @UNHABITAT  @metropolis_org &amp; @CitiesAlliance 4 LLE for local &amp; regional govts on informal settlements, Wednesday 29 April. 25% of  population live in slums &amp; in Africa this is 238 million people. @Covid_19 has exacerbated critical vulnerabilities 4 #LocalAfrica https://t.co/gNPC76pcbX",19,23,FALSE
1255420170404790000.00,UCLGAfrica,"Rabat, Morocco","@UCLGAfrica is the umbrella organisation, united voice & representative of sub national and local governments in Africa. Providing “The Voice of Local Africa”.",Tue Jun 18 13:08:28 +0000 2013,,1256,7220,FALSE,Wed Apr 29 08:54:27 +0000 2020,"Rapid Urbanisation in #AfricanCities = sprawling densely populated #informalsettlements. How can #Covid19 restrictions on physical distancing work? What can Local &amp; Regional Govts of #LocalAfrica learn &amp; do to face these challenges?
JOIN @uclg_org Live Learning Experience TODAY https://t.co/79yyRbycQI",2,2,FALSE
606406552573112000.00,AfuaBamfoa,,GIMPA‍✨|| International Relations and Law ⚖️|| I am a living testimony of God’s goodness,Tue Apr 26 11:24:06 +0000 2011,,426,3896,FALSE,Thu Jun 04 10:26:03 +0000 2015,I'm getting bunch messages from my friends abroad asking if I'm okay. .people are really concerned about this #AccraFloods #AccraRains,0,0,FALSE
606241886446223000.00,edemagbana,"Legon -Accra, Ghana","NDC Parliamentary Candidate for KETU NORTH,STGEUI Fellow | Doctoral Student | Management Consultant|Entrepreneur | Made in Africa for the World",Wed Jun 22 10:47:45 +0000 2011,,1177,7881,TRUE,Wed Jun 03 23:31:43 +0000 2015,God Help Us.. I pray we all Get home safely. .. No time for Blame Games #AccraFloods #AccraRains  #starr1035fm,1,0,FALSE
916221844449046000.00,atakakra,"Johannesburg, Gauteng",,Fri Aug 14 09:35:55 +0000 2009,,416,696,FALSE,Fri Oct 06 08:41:24 +0000 2017,Accra city...small rain...hold up...no movement...ha ba!! #AccraTraffic #AccraRains @Citi973 @benkoku @RichardDelaSky,0,1,FALSE
1154641360667990000.00,royal_maggie,Accra - Ghana - Africa,Events Exec. & Producer of #SisterSister @Citi973 & @Cititvgh||Actress ||Model ||Fashion Expert ||Stylist Founder @himayadamsels #ChocolateBarbie,Wed Sep 26 13:22:32 +0000 2012,,1425,10201,FALSE,Fri Jul 26 06:35:27 +0000 2019,"Rains in the City!
Please be careful if you are driving.
May we all be safe....
#AccraRains 
#RainyFriday",0,1,FALSE
933217324907352000.00,fremekwame,"Accra, Ghana",Filmmaker • Voice Actor • Youtuber,Thu Mar 10 21:13:30 +0000 2011,,967,25087,FALSE,Wed Nov 22 06:15:23 +0000 2017,Y’all be safe out there. Turn on your hazard lights so other cars can see you in front of them and drive cautiously to wherever You’re going. #AccraRains,0,6,FALSE
606242385497100000.00,edemagbana,"Legon -Accra, Ghana","NDC Parliamentary Candidate for KETU NORTH,STGEUI Fellow | Doctoral Student | Management Consultant|Entrepreneur | Made in Africa for the World",Wed Jun 22 10:47:45 +0000 2011,,1177,7881,TRUE,Wed Jun 03 23:33:42 +0000 2015,am also stuck in the Rain.Trying to Get Home My thoughts and Prayers are with everyone who is stuck in the Rain. #AccraRains #AccraFloods,0,0,FALSE
606244297319587000.00,edemagbana,"Legon -Accra, Ghana","NDC Parliamentary Candidate for KETU NORTH,STGEUI Fellow | Doctoral Student | Management Consultant|Entrepreneur | Made in Africa for the World",Wed Jun 22 10:47:45 +0000 2011,,1177,7881,TRUE,Wed Jun 03 23:41:18 +0000 2015,@Starr1035Fm @Joy997FM  @Citi973  This Crisis should be a wake up Call..Indiscipline is the Cause of This #Accrafloods #AccraRains,0,0,FALSE
489327039720083000.00,EmmsJorbor,gh,#God #Rx #CFC,Fri Mar 22 10:08:41 +0000 2013,,207,497,FALSE,Wed Jul 16 08:33:52 +0000 2014,"@KafuiDey:The umbrella hawkers have resurfaced o. Where do they go on sunny days?#AccraRains""very strategic,sell other stuff..Na so noo 4 gh",0,0,FALSE
740845444000034000.00,azu_jeremiah,Ghana | USA,,Tue Jun 12 13:33:15 +0000 2012,,1004,7285,FALSE,Thu Jun 09 09:58:12 +0000 2016,Word of Caution.. #NowhereCool lets be careful out there..   #AccraRains,0,0,FALSE
1009132720495190000.00,RYofiGrant,Accra,"undefined, very refined. CEO Ghana Investment Promotion Centre. Board Member World Association of Investment Promotion Agencies (WAIPA). Board member OACPs",Tue Jun 16 23:56:52 +0000 2009,,1348,464,FALSE,Tue Jun 19 17:56:04 +0000 2018,"With Minister of Foreign Affairs &amp; Regional Integration Hon Shirley A Botchway &amp; Ambassador Boateng in Shanghai, speaking to global companies in Shanghai, the financial powerhouse of China Inc. It is also a shining example of transformation, advancement and urbanization. https://t.co/DwILptj9jr",5,15,FALSE
1076029631218810000.00,robocentregh,"Movenpick Hotel, Ridge, Accra",Robotics & Artificial Intelligence (AI) Technology.,Mon Oct 15 14:37:44 +0000 2018,,18,18,FALSE,Fri Dec 21 08:20:30 +0000 2018,"During a Robotics Competition and Exhibition held at @dpsinternationalghana on the theme ""THE FUTURE OF CITIES AND URBANIZATION"". 
#Stemeducation 
.
.
#Robocentregh #robotics #artificialintelligence #computerscience m #codinglife #stemtoys #ghana #ghana #ghanarobotics https://t.co/acryCofCnj",0,1,FALSE
1074631824784190000.00,africatechie,Cameroon,"Tech entrepreneur. Founder CEO @AppsTech, @iospaces -home of @AyooAfrica; Fellow @RAEngGlobal, Boards: @Activspaces @WHOFoundation, @ABANangels, @iccwbo",Sat Jan 23 16:33:53 +0000 2010,,2157,302671,TRUE,Mon Dec 17 11:46:07 +0000 2018,"In 2036, there will be majority of Africans living in urban centers. We are seeing urbanization without industrialization. We will not meet SDG poverty goals - @JakkieCilliers #FutureWorkAfrica https://t.co/ZNRdWt1Ihf",11,12,FALSE
1035494677364000000.00,ZoomlionLtd,"PMB 117, Madina, Accra, Ghana",Official Twitter page of Zoomlion. Experts in || Waste Management || Environmental Sanitation Services ||,Wed Feb 03 09:17:53 +0000 2016,,755,8437,FALSE,Fri Aug 31 11:49:04 +0000 2018,The current fleet is made of 500 new skip trucks with the requisite number of containers for efficient and effective operations in the country. This is part of our expanding strategy to meet the needs of our growing population and rapid urbanization. #Zoomlion @jsagyepong,26,32,FALSE
1332777995677940000.00,MantseBiAgo,The Sun on its Meridian,The Abromsial Rills of Antiquity’s Pride|| @dlmu_china alumnus,Wed Aug 14 07:05:08 +0000 2013,,1603,15616,FALSE,Sat Nov 28 20:06:50 +0000 2020,The Urbanization of Accra should be a worry for the NDC. NPP wins more urbanized areas of Accra and NDC wins mostly the Peri-urban areas plus or minus the Coastal towns. All the Peri-urban Constituencies in G.A have registered great increase in electoral figures.,5,38,FALSE
1132608424200400000.00,DMuchadenyika,"Islamabad, Pakistan",All things Urban @WorldBank @WBG_Cities. Cities | International Development | Views my Own. Made in Buhera | Formerly: @UrbanAfricaACC @UCT_news @UWConline,Mon Apr 02 14:14:58 +0000 2012,,4039,9621,TRUE,Sun May 26 11:24:25 +0000 2019,"What I think is the most vital challenge confronting Africa is urbanization. Its manifestation in informality: employment, transport &amp; human settlements is the challenge of this century. Claiming this century requires focus on these 3 dimensions of informality.",1,5,FALSE
1192983162797860000.00,AmmaCheeks,,Environmental Activist || Green Campaigner  || Excellent Negotiator || Positive thinker  || Love for God || People Centric,Thu Mar 22 23:30:18 +0000 2018,,1470,20100,FALSE,Sat Nov 09 01:52:05 +0000 2019,@jsagyepong Urbanization is a topic that really needs to be addressed in Ghana. #JSAgyepong,2,4,FALSE
1041320160416750000.00,AbeikuSantana,Ghana,Chartered Media Practitioner | Marketing Strategist | PR Consultant | Tourism & Hospitality Entrepreneur | Motivational Speaker | Phililantropist | Ambassador,Thu May 14 11:52:17 +0000 2009,,5104,20266,TRUE,Sun Sep 16 13:37:27 +0000 2018,@thePOE_T @kojofabio @ghanatourismGTA Urbanization with the people at heart ❤️ Big ups   #Rwanda ✌,1,1,FALSE
1057174701317980000.00,RoyaltyEmess,Ghana,Environmental Activist | Management Consultant | Inspirational Speaker,Sun Mar 11 15:52:28 +0000 2018,,2108,34561,FALSE,Tue Oct 30 07:37:44 +0000 2018,Our level of births in this country and urbanization as well lead to an increase in our population and causes disturbed lands. Are you aware? #DredgeMasters @DredgeMastersGh @THE_WATERMASTER,2,4,FALSE
1099910597989280000.00,asemota,Will relocate for @Googlefiber,‍☠️|  |  |  | | Laborare Est Orare | Culinary Luminary l Meatpie Bandit | To book a chat - https://t.co/3udlRTS2qt,Sun Apr 22 15:47:43 +0000 2007,,8880,450323,TRUE,Mon Feb 25 05:54:56 +0000 2019,@cchukudebelu That is why most urbanization happens in coastal regions.,1,3,FALSE
1018400052044270000.00,asemota,Will relocate for @Googlefiber,‍☠️|  |  |  | | Laborare Est Orare | Culinary Luminary l Meatpie Bandit | To book a chat - https://t.co/3udlRTS2qt,Sun Apr 22 15:47:43 +0000 2007,,8880,450323,TRUE,Sun Jul 15 07:41:08 +0000 2018,@oviosu @dinozorola @jamesagada @realDonaldTrump Exactly! The problem is in the day to day. We lost a culture of excellence ages ago. I travel around Ghana and I see very clean communities. This is how our rural areas used to be. We all lost our souls to urbanization and survival. Military killed education for selfish reasons.,0,0,FALSE
1305837018346380000.00,darylbosu,"Greater Accra, Ghana","Ecologist, loves nature, Can't help it, nature needs caring for. Environment Advocate, Environmental Steward Stop Ecocide",Sun Sep 01 14:23:19 +0000 2013,,2447,3328,FALSE,Tue Sep 15 11:53:01 +0000 2020,"“The impacts of climate change are gradual.  It may not be glaring but its real. Unpredictable rainfall patterns affecting farming in Ghana is a typical example. We have to act now to protect posterity.”
#ClimateActionNow
#Youth4Action https://t.co/BoCs7VJrDY",4,4,FALSE
1314917836893090000.00,Kwesi_Banahene,"Accra, Ghana",@UNFCCC Expert // PhD hopeful// Climate Policy and Policy,Sat Jul 28 18:41:21 +0000 2012,,68,23364,FALSE,Sat Oct 10 13:16:56 +0000 2020,"Let me break it down when I say ”we are doomed”.u see, change in precipitation patterns (rainfall, snow, etc) are the least of climate troubles, yet we can not handle it. Think of, Hurricanes, prolonged Drought, heat waves, and co.",0,0,FALSE
1130489675578330000.00,afia_karma,"Accra, Ghana",Lover of Photography / Business Development / impacting lives / Maritime Professional,Sun Apr 08 19:13:51 +0000 2018,,1185,9394,FALSE,Mon May 20 15:05:16 +0000 2019,"Hallelujah see Accra specifically Tetteh Quashie interchange flooded like drainage was not add to the plan....
#GetABin use it wisely Gh says NO...well enjoy the flood https://t.co/AGz2tgVFQh",13,15,FALSE
1279341870745820000.00,yabbanx,Ghana,"Father |social capitalism, geopolitics |founder @TheTPatriots. social media promoter for @NAkufoAddo.",Mon Jun 15 08:26:49 +0000 2015,,5761,144448,TRUE,Sat Jul 04 09:10:45 +0000 2020,Rainy seasons are here; chocked gutters is a major cause of floods in Accra; @Zoomlionltd’s #CleanAccraProject should be supported https://t.co/yIOdjmoZeI,4,8,FALSE
1136800724220660000.00,NiiDred,"Kaneshie , Accra","Engineering Technologist |
Cloud Computing Engineer |
Computer Systems & Network Administration |
NGAD |
UAV |
UGV |
Fighter jets.",Mon Apr 16 12:32:52 +0000 2012,,554,6900,FALSE,Fri Jun 07 01:03:08 +0000 2019,"Eiiii Africa!! 
Rain rain go away... We don't want flood in Accra. @ Accra Abbosey okai https://t.co/PQv9OlH2Da",0,0,FALSE
1188904114631110000.00,radjoa,Somewhere beyond the rainbow,Owner & CEO - @ridgecityfc ⚽️ | Lawyer ‍| @wplgh_official Board Member ‍| @GarfaWomen Chairperson  | #CFC,Sat Apr 18 15:40:00 +0000 2009,,3846,35369,TRUE,Mon Oct 28 19:43:24 +0000 2019,Daaaamnnnn. Accra floods. And traffic. Spintex Road traffic starts at the Airport. The actual Airport.,8,33,FALSE
1259571743712310000.00,JoeUnchained,Accra Ghana,"No Grind, No Grit, No Greatness ll Entrepreneur ll Importer ll Philanthropist ll Traveler",Tue Feb 14 14:39:09 +0000 2012,,4178,15172,FALSE,Sun May 10 19:51:20 +0000 2020,Accra and floods,0,8,FALSE
1270246469988150000.00,fredemart,Ghana,"Business Developer 
Sports Presenter/Analyst & Pundit Tv/Radio ⚽ CEO-@fmsportsgh #FMSportsgh #Arsenal",Thu Nov 11 18:54:22 +0000 2010,,2591,21273,FALSE,Tue Jun 09 06:48:53 +0000 2020,Accra Flood,0,0,FALSE
1197465151223600000.00,eyram_norglo,ghana,||Child of God||Ghanaian||SantaClausian|| Pentecost||Democrat||Realist||Scouser||@StranekAfrica||Law||,Wed Jul 06 07:50:32 +0000 2011,,1370,43922,FALSE,Thu Nov 21 10:41:54 +0000 2019,Accra Floods Again; dozens displaced..!!,1,1,FALSE
1254388319565290000.00,quesi_arembey,,where God wants me,Tue Mar 01 17:50:48 +0000 2011,,874,12127,FALSE,Sun Apr 26 12:34:15 +0000 2020,"Been raining for hours now,
Get ready for accra floods ...",0,2,FALSE
1315555289467420000.00,Ghanaian_Times,"South Industrial Area, Accra","Most Authoritative Newspaper, Published by New Times Corporation.


Retweets & Likes are not endorsements.",Mon Dec 05 18:17:00 +0000 2016,,82,627,FALSE,Mon Oct 12 07:29:57 +0000 2020,"Today's Front Page 

 Floods wreak havoc in Accra
...destroy property, render many homeless.

 I want Ghana to be cleanest city in Africa by the end of my tenure- President

Traders: We can't access NBSSI funds.

#GTnewstoday #GTnews #ghanaiantimes https://t.co/WL3bYFnFMs",5,8,FALSE
1255204814532810000.00,ghonetv,"Accra, Ghana","Informative Entertainment, News & Trends!
Official X Handle of GHOne TV.",Sat Oct 01 11:57:38 +0000 2011,,16,16607,TRUE,Tue Apr 28 18:38:43 +0000 2020,"FIGHTING COVID-19
Cloth nose mask flood Accra as residents seek protection

#GHOneNews w/ @Serwaa_Amihere",4,98,FALSE
1314824796924930000.00,MichaelAgbalo,"Tema, Ghana","God is my sufficiency. #Arsenal Dip Software, Dip Education, BEd Mathematics, MEd Mathematics",Wed Aug 04 20:44:54 +0000 2010,,692,577,FALSE,Sat Oct 10 07:07:14 +0000 2020,Accra dwellers on my mind. This is a downpour indeed. #Accraflood,0,4,FALSE
1321592154377110000.00,MrZoro_7,Accra,I am A born Again Christian. I am passionate about soul winning,Wed Aug 29 14:18:39 +0000 2012,,265,82,FALSE,Wed Oct 28 23:18:18 +0000 2020,Which of the candidates is promising Flood -Free Accra?            #EndAccraFloods,0,0,FALSE
1197532965112290000.00,ashalleysam,Accra-Ghana,am jovial and very friendly.likes laughing a lot and can be very funny! #teamGod #teamChoralMusic! #teamchelsea #HalaMadrid #teamPhobia #teamGH,Thu Sep 16 11:59:41 +0000 2010,,1160,1336,FALSE,Thu Nov 21 15:11:22 +0000 2019,Accra and floods are twins from the same womb. #accrafloods,0,0,FALSE
1339322798209110000.00,Has_casino,"Accra, Ghana",Journalist || Social Media Expert || Graphic Designer || Video Editor || Photographer. IT/ Admin Support @UNinGhana,Mon Aug 08 19:39:21 +0000 2011,,477,3125,FALSE,Wed Dec 16 21:33:33 +0000 2020,"Accra is a small city, we are still struggling to contain drainage and flood issue not to talk to constricting special lanes to trucks.

But I think it is easy to implement that, any truck seen roaming during d day will be charged and pay certain amount of money.",1,2,FALSE
1189088119863360000.00,JemsakRadio,"Kasoa, Ghana",Jemsak online radio,Sun Oct 20 19:11:46 +0000 2019,,168,134,FALSE,Tue Oct 29 07:54:34 +0000 2019,"Police caution drivers after heavy flood on Accra roads including the motorway 
#Jemnews",3,4,FALSE
1315293077263780000.00,alfred_torsu,Remote,,Fri Nov 29 13:31:33 +0000 2019,,1296,2437,FALSE,Sun Oct 11 14:08:01 +0000 2020,Same Accra you guys say e flood nu. Come Opposite Legon Gardens see how people crowd Tuo Zafi joint.,0,4,FALSE
1315296027780480000.00,niilantey_,Ghana,Dancer||Choreographer|| International Mc  || French Speaker|| Jesus || Barça || UG,Fri Aug 26 13:40:59 +0000 2011,,1431,26261,FALSE,Sun Oct 11 14:19:44 +0000 2020,"Anytime it rains in Accra, there is a always a flood issue...People get affected 
Now...
1. Is it our fault as a people ?
Or 
2. The Government is not doing something right 
Or 
Both ways?
#CitiCBS #CitiNewsroom #flood #Accra #Ghana",0,2,FALSE
1193605042676350000.00,andytownend,,photographer | writer | poet,Tue Oct 20 05:25:05 +0000 2009,,1151,1676,FALSE,Sun Nov 10 19:03:12 +0000 2019,"Caution Wet Floor...
#rain #storm #flood #weather #travel #instatravel #travelgram #frequentflyer #africa #ghana #accra #bnw #blackwhite #blackandwhite #mono #monochrome #blancoynegro @ Cantonments, Accra https://t.co/P02tZep9nY",1,0,FALSE
1259541200228490000.00,wofa_k_baah,Ghana,Undo,Mon Jan 23 23:29:56 +0000 2012,,135,3897,FALSE,Sun May 10 17:49:57 +0000 2020,"Just drove from Tema through Spintex to Dome in the rain.
Accra de3 oh no... flood everywhere.",0,2,FALSE
1264557143325380000.00,officialghkasa,"Accra, Ghana",The Official Twitter Account for https://t.co/UX57gWlI0X | tel. +233241481651 | RTs not Endorsements,Fri Aug 03 21:17:51 +0000 2018,,632,4585,FALSE,Sun May 24 14:01:31 +0000 2020,"Ah cbbloggh  how can you say Emotional Singers Association Of Ghana? You want them to be angry and use their mouth to flood Ghana?  @ Accra, Ghana https://t.co/vfpvGDRzaD",0,0,FALSE
1321384529119050000.00,AgrimallGhana,"Accra, Ghana.","Agrimall is Ghana’s first and total agribusiness online marketplace. We are an e-commerce platform designed with farmers, suppliers and buyers needs in mind.",Fri Nov 15 13:20:53 +0000 2019,,376,35,FALSE,Wed Oct 28 09:33:16 +0000 2020,"Climate change can disrupt food availability, reduce access to food, and affect food quality.
Climate change is real. Let's save our planet.
Visit https://t.co/yv2CNwFbSD for more on agriculture and agribusiness.

Agrimall - connecting agri needs!

#climatechange #foodsecurity https://t.co/Yokd4AQBRv",0,0,FALSE
1320862639308890000.00,ampofo39,"OBUASI-TAKORADI-ACCRA, GHANA","DON'T WRITE YOURSELF OFF WHEN GOD HASN'T WRITTEN YOU OFF .. BELIEVE,HOPE AND PRAY... FAITH CONQUERS ALL..",Thu Jan 09 12:06:45 +0000 2014,,2375,14609,FALSE,Mon Oct 26 22:59:28 +0000 2020,"Government towards taking practical and proactive steps to mitigate the impact of climate change on the planet.

A major programme of action of Government is, thus, the adoption of cleaner cooking solutions, by scaling up the use of LPG in households. https://t.co/TI1fhSzvsr",0,3,FALSE
1331205077336550000.00,Nakuadar,Awoshie (Awocity),"I'm a slow starter but a good actor. When I get on the Trigger, am faster than the Sniper And I always Deliver. Cheers",Tue Jan 31 19:07:17 +0000 2012,,399,15488,FALSE,Tue Nov 24 11:56:37 +0000 2020,Join help @AcepPower to make inputs into the Global climate change world discussion @mytheoz @SBawumia @JDMahama @BBCAfrica @AJEnglish @Manyejo @ISHMAELACKAH @ClimateReality  @Adriano_nuvunga @benboakye @benkoku https://t.co/OBCuZlj4rH,2,8,FALSE
1337113603292450000.00,HTNB_official,"Dansoman, Accra","HEALING THE NATION is a local NGO headquartered in Accra, Ghana with registration number CG046902020. Our main focus is education & career development.",Fri Nov 06 14:19:44 +0000 2020,,158,24,FALSE,Thu Dec 10 19:15:00 +0000 2020,"We are a family hoping to change our environment, society &amp; country as a whole..Join us now!!!
#climatechange #HumanRightsDay #collaboration #TrendingNow #Trending #NGO #UNICEF #WORLDHEALTHORGANIZATION #Health https://t.co/QEfWQzx8z2",1,7,FALSE
1338772550545960000.00,Nikky08365372,"Greater Accra, Ghana",PERSONAL TRAINER  .Herberlife coach. Home  $ online workout sessions. email :Nikkyhealthfitness@gmail.com. Business inquires +2330240962452.,Sun Apr 28 18:56:46 +0000 2019,,981,848,FALSE,Tue Dec 15 09:07:03 +0000 2020,Arms workout sessions #Views #arms #fitness #fitnessmodel #singlelife #coaching #GIDLE #gittips #LifeGoesOnWithBTS #England #SerieA #love #life #Vimeo #Guylarochexbounprem #onlineclasses #ClimateChange https://t.co/OueG9vF2Hd,0,0,FALSE
1325389281662260000.00,kabacaesar,Ghana,"Project Coordinator @PPAGGhana|| Alumnus @KufuorScholar Program|| Founder of Our Hope Foundation||
An Aspiring Transformational Leader.",Fri Jul 12 13:08:50 +0000 2013,,758,3621,FALSE,Sun Nov 08 10:46:43 +0000 2020,"Congratulations to @JoeBiden and @KamalaHarris. The American people have spoken. 
Our call for equal opportunity is yielding wonderful results.
The world awaits your leadership in our collective struggle to mitigate Climate Change and COVID-19. https://t.co/dFitgCWEdO",0,9,FALSE
1320862404222320000.00,ampofo39,"OBUASI-TAKORADI-ACCRA, GHANA","DON'T WRITE YOURSELF OFF WHEN GOD HASN'T WRITTEN YOU OFF .. BELIEVE,HOPE AND PRAY... FAITH CONQUERS ALL..",Thu Jan 09 12:06:45 +0000 2014,,2375,14609,FALSE,Mon Oct 26 22:58:32 +0000 2020,"It will be recalled that, during the 2nd Africa Climate Change Summit held in October 2019, in Accra, President Akufo-Addo indicated how the effect of Climate Change is undermining Africa's ability for growth and development, and pledged the commitment of his https://t.co/XhL8Whmgi5",0,1,FALSE
1331341154911130000.00,Nakuadar,Awoshie (Awocity),"I'm a slow starter but a good actor. When I get on the Trigger, am faster than the Sniper And I always Deliver. Cheers",Tue Jan 31 19:07:17 +0000 2012,,399,15488,FALSE,Tue Nov 24 20:57:21 +0000 2020,@ACEP collective renowned panelists for Africa’s 1st Climate change discussion on Oil Governances implications. @Twitter @benboakye @WorldBank @Ianpgary @ADBClimate @mytheoz @NRGInstitute @DFID_UK @USAIDWestAfrica @Ecowas_cdc @FordFoundation @bftghana https://t.co/M98Q4Y6td2,1,2,FALSE
1331480621391220000.00,Nakuadar,Awoshie (Awocity),"I'm a slow starter but a good actor. When I get on the Trigger, am faster than the Sniper And I always Deliver. Cheers",Tue Jan 31 19:07:17 +0000 2012,,399,15488,FALSE,Wed Nov 25 06:11:32 +0000 2020,Join in to influence Governments around and in  Africa to increase climate change action towards Oil and Gas Governances @IPISResearch @Ikal_Angelei @ISHMAELACKAH @NRGInstitute @benboakye @BBCAfrica @Nuetey @Citi973 @UNFCCC @Oxfam @Ianpgary @bftghana https://t.co/cz9YkoG7lT,1,1,FALSE
1331363121856960000.00,AbdulRazakYAbd1,"Accra, Ghana","https://t.co/In7vBKd4qh Renewable Energy Systems. Solar Systems Engineering, Bio- Energy, Energy Auditing, Climate Change Advocate,#clean the world.",Thu Aug 20 10:52:53 +0000 2020,,587,705,FALSE,Tue Nov 24 22:24:38 +0000 2020,For all your Energy needs contact YENERGY TECHNOLOGIES. Your Energy Partner.#climatechange #SDGs https://t.co/brgMFNY7vs,0,1,FALSE
1327378398403040000.00,AbdulRazakYAbd1,"Accra, Ghana","https://t.co/In7vBKd4qh Renewable Energy Systems. Solar Systems Engineering, Bio- Energy, Energy Auditing, Climate Change Advocate,#clean the world.",Thu Aug 20 10:52:53 +0000 2020,,587,705,FALSE,Fri Nov 13 22:30:46 +0000 2020,"For all energy need contact. Yenergy Technologies is your Renewable Energy partner.#climatechange, #energyforall,#SDGs https://t.co/6aBcPSyql0",0,1,FALSE
1324957536030760000.00,niilaate_,"Seattle, WA",Project Officer at @ghwildlifesoc || @earthcorps Alumni || Conservation Biologist || Development Communication || Sciencetelling || #Odade3 || Views my own,Sun Apr 29 17:09:58 +0000 2012,,405,30792,FALSE,Sat Nov 07 06:11:07 +0000 2020,✌to climate change!,0,0,FALSE
1332405513745800000.00,AdoteyMichell,Accra,SDGs 2030 | Ecotourism | Emergency Nurse | NGOs | Leadership | Advocacy | Climate Change | @manutdfc | Contact: adoteymichell@gmail.com,Wed Feb 20 09:10:50 +0000 2019,,2154,16079,FALSE,Fri Nov 27 19:26:44 +0000 2020,"At a time the world is advocating for climate change, Ghana’s @ECGhanaOfficial is burning excess ballots in the open thereby releasing poisonous gases into the atmosphere? 

Couldn’t these thousands of excess ballots have been shredded or recycled? 

#ClimateActionNow https://t.co/pFnczVODVX",0,0,FALSE
1335239158021950000.00,papazaraa,,,Wed Mar 02 11:22:47 +0000 2016,,175,8,FALSE,Sat Dec 05 15:06:37 +0000 2020,The next NDC government will create a Youth in Climate Change and Afforestation Programme (YiCCAP) in partnership the private sector for afforestation and job creation. #Vote4JohnMahama,0,0,FALSE
1312331135817570000.00,elikem_nutefe,"Accra, Ghana","Architect | Interior Designer | Product Designer

                     INTEREST
Aviation and Aerospace, History, Photography, Graphic Design, Digital Marketing.",Wed Mar 21 15:02:16 +0000 2018,,1166,3042,FALSE,Sat Oct 03 09:58:19 +0000 2020,Green Technology versus Climate Change,0,1,FALSE
1308051443253900000.00,mofosuhenewise,"Geneva, Switzerland",Climate and Nature Manager @BfNCoalition. Making a case for ambitious climate and nature action ☔️⚡️ | Tweets and views are entirely my own,Thu Feb 14 12:00:27 +0000 2019,,521,1751,FALSE,Mon Sep 21 14:32:21 +0000 2020,Climate change is everyone’s business. Stakeholders from all parts of society have a role to play to achieve #NetZero by 2050.,0,0,FALSE
1325141914233040000.00,kwame_paragon,"Accra, Ghana",Christian | Accounting | Audit | Finance | ChelseaFC | KTBFFH | IG: kwame_paragon,Sun Apr 28 17:51:48 +0000 2013,,436,6172,FALSE,Sat Nov 07 18:23:46 +0000 2020,@MenameisAllen @realDonaldTrump He even added Climate change. Herh he never likes Trump,0,0,FALSE
1320769805687940000.00,NPP4All,"GHANA,WORLDWIDE",Connecting all NPP members,Fri May 11 12:49:07 +0000 2012,,865,1436,FALSE,Mon Oct 26 16:50:35 +0000 2020,"and pledged the commitment of his Government towards taking practical and proactive steps to mitigate the impact of climate change on the planet.
#4MoreForNana 
@PantherLordGh",0,2,FALSE
